	gene_id	gene_name	location	lncRNA ID	simplified_biotype	gene_class	w0 TPM	w1 TPM	w2 TPM	w3 TPM	w4 TPM	w5 TPM	tcons_id	xloc_id	mappable_genomes	annotated_genomes	expressed_genomes
344898	ENSG00000175745.7	NR2F1	chr5:92917563-93120097 (+)		protein_coding	protein coding mRNAs	0.615	4.86	6.37	5.205	5.12	3.59	TCONS_00469374	XLOC_050432	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
345064	ENSG00000175792.7	RUVBL1	chr3:127778398-127872757 (-)		protein_coding	protein coding mRNAs	3.51	2.495	2.27	2.345	1.995	2.13	TCONS_00428819	XLOC_045360	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
345372	ENSG00000175931.8	UBE2O	chr17:74352268-74449316 (-)		protein_coding	protein coding mRNAs	1.155	0.965	1.255	1.295	1.27	1.58	TCONS_00264578	XLOC_027933	hg19	hg19	hg19
345373	ENSG00000175931.8	UBE2O	chr17:74352268-74449316 (-)		protein_coding	protein coding mRNAs	1.155	0.965	1.255	1.295	1.27	1.58	TCONS_00264579	XLOC_027933	hg19	hg19	hg19
345656	ENSG00000176095.7	IP6K1	chr3:49761726-49823975 (-)		protein_coding	protein coding mRNAs	1.015	1.22	1.37	1.39	1.535	1.905	TCONS_00422202	XLOC_044704	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
346374	ENSG00000176406.16	RIMS2	chr8:104511090-105271518 (+)		protein_coding	protein coding mRNAs	2.555	2.59	2.915	3.475	4.905	4.165	TCONS_00565561	XLOC_062192	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
346375	ENSG00000176406.16	RIMS2	chr8:104511090-105271518 (+)		protein_coding	protein coding mRNAs	2.555	2.59	2.915	3.475	4.905	4.165	TCONS_00565560	XLOC_062192	hg19	hg19	hg19
346381	ENSG00000176406.16	RIMS2	chr8:104511090-105271518 (+)		protein_coding	protein coding mRNAs	2.555	2.59	2.915	3.475	4.905	4.165	TCONS_00565566	XLOC_062192	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
346390	ENSG00000176406.16	RIMS2	chr8:104511090-105271518 (+)		protein_coding	protein coding mRNAs	2.555	2.59	2.915	3.475	4.905	4.165	TCONS_00565570	XLOC_062192	hg19	hg19	hg19
346402	ENSG00000176406.16	RIMS2	chr8:104511090-105271518 (+)		protein_coding	protein coding mRNAs	2.555	2.59	2.915	3.475	4.905	4.165	TCONS_00565495	XLOC_062192	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
346418	ENSG00000176407.13	KCMF1	chr2:85152186-85288726 (+)		protein_coding	protein coding mRNAs	2.81	1.42	1.685	1.43	1.86	1.415	TCONS_00320742	XLOC_033355	hg19,rheMac8	hg19,rheMac8	hg19
346843	ENSG00000176595.3	KBTBD11	chr8:1919494-2234427 (+)		protein_coding	protein coding mRNAs	0.82	1.305	1.905	2.24	2.08	2.425	TCONS_00556721	XLOC_061063	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
346844	ENSG00000176595.3	KBTBD11	chr8:1919494-2234427 (+)		protein_coding	protein coding mRNAs	0.82	1.305	1.905	2.24	2.08	2.425	TCONS_00556720	XLOC_061063	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
346846	ENSG00000176595.3	KBTBD11	chr8:1919494-2234427 (+)		protein_coding	protein coding mRNAs	0.82	1.305	1.905	2.24	2.08	2.425	TCONS_00556722	XLOC_061063	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
346912	ENSG00000176623.7	RMDN1	chr8:87469594-87526586 (-)		protein_coding	protein coding mRNAs	2.49	2.205	3.06	2.495	2.825	2.275	TCONS_00574906	XLOC_063509	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
347143	ENSG00000176731.7	C8orf59	chr8:86121586-86133012 (-)		protein_coding	protein coding mRNAs	1.755	4.955	2.025	1.545	2.96	0.985	TCONS_00574806	XLOC_063497	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
347286	ENSG00000176788.7	BASP1	chr5:17183580-17286517 (+)		protein_coding	protein coding mRNAs	3.645	2.805	4.885	5.35	8.775	10.285	TCONS_00463908	XLOC_049749	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
347287	ENSG00000176788.7	BASP1	chr5:17183580-17286517 (+)		protein_coding	protein coding mRNAs	3.645	2.805	4.885	5.35	8.775	10.285	TCONS_00463909	XLOC_049749	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
347539	ENSG00000176890.11	TYMS	chr18:657476-688738 (+)		protein_coding	protein coding mRNAs	3.915	2.705	2.055	2.015	1.61	1.675	TCONS_00266862	XLOC_028152	hg19	hg19	hg19
347648	ENSG00000176915.10	ANKLE2	chr12:133295208-133338582 (-)		protein_coding	protein coding mRNAs	2.86	3.43	3.005	3.085	2.885	2.81	TCONS_00152231	XLOC_016167	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
347761	ENSG00000176953.6	NFATC2IP	chr16:28962110-28982559 (+)		protein_coding	protein coding mRNAs	1.74	1.04	1.04	1.14	0.945	1.045	TCONS_00213332	XLOC_022973	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
347955	ENSG00000177000.6	MTHFR	chr1:11845463-11867221 (-)		protein_coding	protein coding mRNAs	0.445	0.73	0.71	0.67	0.87	1.295	TCONS_00032569	XLOC_003391	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
347975	ENSG00000177000.6	MTHFR	chr1:11845463-11867221 (-)		protein_coding	protein coding mRNAs	0.445	0.73	0.71	0.67	0.87	1.295	TCONS_00032566	XLOC_003391	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
347980	ENSG00000177000.6	MTHFR	chr1:11845463-11867221 (-)		protein_coding	protein coding mRNAs	0.445	0.73	0.71	0.67	0.87	1.295	TCONS_00032565	XLOC_003391	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
348639	ENSG00000177156.6	TALDO1	chr11:746788-770906 (+)		protein_coding	protein coding mRNAs	3.645	1.945	1.8	1.8	1.985	2.14	TCONS_00084254	XLOC_009297	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
348925	ENSG00000177225.12	PDDC1	chr11:760954-783122 (-)		protein_coding	protein coding mRNAs	0.91	1.035	1.06	0.87	1.035	1.52	TCONS_00101445	XLOC_010973	hg19	hg19	hg19
348987	ENSG00000177239.10	MAN1B1	chr9:139981225-140005908 (+)		protein_coding	protein coding mRNAs	0.96	1.045	1.27	1.23	1.09	1.36	TCONS_00592791	XLOC_065601	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
349162	ENSG00000177352.9	CCDC71	chr3:49189052-49203804 (-)		protein_coding	protein coding mRNAs	0.685	0.67	0.7	0.565	0.785	1.02	TCONS_00422006	XLOC_044687	hg19	hg19	hg19
349246	ENSG00000177383.3	MAGEF1	chr3:184422251-184430280 (-)		protein_coding	protein coding mRNAs	1.51	1.575	1.965	1.84	2.225	1.92	TCONS_00433408	XLOC_045917	hg19	hg19	hg19
349289	ENSG00000177425.6	PAWR	chr12:79939208-80085278 (-)		protein_coding	protein coding mRNAs	6.915	3.32	2.82	1.805	1.33	1.48	TCONS_00145835	XLOC_015502	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
349327	ENSG00000177425.6	PAWR	chr12:79939208-80085278 (-)		protein_coding	protein coding mRNAs	6.915	3.32	2.82	1.805	1.33	1.48	TCONS_00145789	XLOC_015502	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
349497	ENSG00000177479.15	ARIH2	chr3:48955663-49026298 (+)		protein_coding	protein coding mRNAs	5.605	3.81	4.28	3.75	3.365	3.0	TCONS_00403224	XLOC_042608	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
349505	ENSG00000177479.15	ARIH2	chr3:48955663-49026298 (+)		protein_coding	protein coding mRNAs	5.605	3.81	4.28	3.75	3.365	3.0	TCONS_00403229	XLOC_042608	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
349506	ENSG00000177479.15	ARIH2	chr3:48955663-49026298 (+)		protein_coding	protein coding mRNAs	5.605	3.81	4.28	3.75	3.365	3.0	TCONS_00403222	XLOC_042608	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
349665	ENSG00000177556.7	ATOX1	chr5:151107131-151152093 (-)		protein_coding	protein coding mRNAs	7.495	3.345	1.675	2.3	2.68	3.59	TCONS_00489856	XLOC_053074	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
349682	ENSG00000177565.11	TBL1XR1	chr3:176700189-176919581 (-)		protein_coding	protein coding mRNAs	13.285	10.895	14.785	15.43	13.78	9.11	TCONS_00432709	XLOC_045818	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
349722	ENSG00000177565.11	TBL1XR1	chr3:176700189-176919581 (-)		protein_coding	protein coding mRNAs	13.285	10.895	14.785	15.43	13.78	9.11	TCONS_00432711	XLOC_045818	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
349752	ENSG00000177565.11	TBL1XR1	chr3:176700189-176919581 (-)		protein_coding	protein coding mRNAs	13.285	10.895	14.785	15.43	13.78	9.11	TCONS_00432630	XLOC_045818	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
349896	ENSG00000177600.4	RPLP2	chr11:807650-817595 (+)		protein_coding	protein coding mRNAs	79.28	50.82	60.43	88.97	71.39	69.37	TCONS_00084301	XLOC_009302	hg19,panTro4	hg19,panTro4	hg19
349918	ENSG00000177613.7	CSTF2T	chr10:53251772-53459638 (-)		protein_coding	protein coding mRNAs	1.635	1.405	1.535	1.535	1.545	1.545	TCONS_00075763	XLOC_008342	hg19	hg19	hg19
350205	ENSG00000177706.8	FAM20C	chr7:191811-303267 (+)		protein_coding	protein coding mRNAs	0.895	0.155	0.275	0.385	0.77	1.34	TCONS_00525814	XLOC_057488	hg19	hg19	hg19
350374	ENSG00000177728.10	KIAA0195	chr17:73437239-73501486 (+)		protein_coding	protein coding mRNAs	1.42	1.47	1.81	1.335	1.355	2.12	TCONS_00246524	XLOC_026296	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
350524	ENSG00000177830.13	CHID1	chr11:850298-915277 (-)		protein_coding	protein coding mRNAs	1.875	1.475	1.61	1.76	1.795	1.875	TCONS_00101654	XLOC_010978	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
350570	ENSG00000177885.9	GRB2	chr17:73285743-73401755 (-)		protein_coding	protein coding mRNAs	2.945	1.78	2.08	1.88	2.47	1.695	TCONS_00264031	XLOC_027895	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
350621	ENSG00000177917.6	ARL6IP6	chr2:153573584-153627419 (+)		protein_coding	protein coding mRNAs	3.53	2.31	2.62	2.34	2.235	1.675	TCONS_00326864	XLOC_034050	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
351126	ENSG00000178104.15	PDE4DIP	chr1:144833200-145076089 (-)		protein_coding	protein coding mRNAs	1.615	2.195	5.305	5.52	7.34	10.23	TCONS_00045706	XLOC_004794	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
351235	ENSG00000178104.15	PDE4DIP	chr1:144833200-145076089 (-)		protein_coding	protein coding mRNAs	1.615	2.195	5.305	5.52	7.34	10.23	TCONS_00045737	XLOC_004794	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
351676	ENSG00000178252.13	WDR6	chr3:49043686-49056862 (+)		protein_coding	protein coding mRNAs	3.285	3.095	4.02	3.225	3.24	3.05	TCONS_00403271	XLOC_042611	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
351679	ENSG00000178252.13	WDR6	chr3:49043686-49056862 (+)		protein_coding	protein coding mRNAs	3.285	3.095	4.02	3.225	3.24	3.05	TCONS_00403274	XLOC_042611	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
351712	ENSG00000178252.13	WDR6	chr3:49043686-49056862 (+)		protein_coding	protein coding mRNAs	3.285	3.095	4.02	3.225	3.24	3.05	TCONS_00403272	XLOC_042611	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
351713	ENSG00000178252.13	WDR6	chr3:49043686-49056862 (+)		protein_coding	protein coding mRNAs	3.285	3.095	4.02	3.225	3.24	3.05	TCONS_00403273	XLOC_042611	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
351871	ENSG00000178397.8	FAM220A	chr7:6363629-6388598 (-)		protein_coding	protein coding mRNAs	0.865	0.785	0.95	1.09	1.21	1.035	TCONS_00542859	XLOC_059402	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
351984	ENSG00000178449.4	COX14	chr12:50505569-50523228 (+)		protein_coding	protein coding mRNAs	1.77	1.415	0.83	0.555	0.565	0.96	TCONS_00124607	XLOC_013349	hg19,ponAbe2	hg19,ponAbe2	hg19
352161	ENSG00000178568.9	ERBB4	chr2:212240173-213464696 (-)		protein_coding	protein coding mRNAs	0.145	2.58	6.34	6.075	9.6	3.15	TCONS_00356840	XLOC_037427	hg19	hg19	hg19
352163	ENSG00000178568.9	ERBB4	chr2:212240173-213464696 (-)		protein_coding	protein coding mRNAs	0.145	2.58	6.34	6.075	9.6	3.15	TCONS_00356845	XLOC_037427	hg19	hg19	hg19
352175	ENSG00000178568.9	ERBB4	chr2:212240173-213464696 (-)		protein_coding	protein coding mRNAs	0.145	2.58	6.34	6.075	9.6	3.15	TCONS_00356833	XLOC_037427	hg19,panTro4	hg19,panTro4	hg19
352176	ENSG00000178568.9	ERBB4	chr2:212240173-213464696 (-)		protein_coding	protein coding mRNAs	0.145	2.58	6.34	6.075	9.6	3.15	TCONS_00356832	XLOC_037427	hg19,panTro4	hg19,panTro4	hg19
352177	ENSG00000178568.9	ERBB4	chr2:212240173-213464696 (-)		protein_coding	protein coding mRNAs	0.145	2.58	6.34	6.075	9.6	3.15	TCONS_00356831	XLOC_037427	hg19,panTro4	hg19,panTro4	hg19
352178	ENSG00000178568.9	ERBB4	chr2:212240173-213464696 (-)		protein_coding	protein coding mRNAs	0.145	2.58	6.34	6.075	9.6	3.15	TCONS_00356830	XLOC_037427	hg19,panTro4	hg19,panTro4	hg19
352182	ENSG00000178568.9	ERBB4	chr2:212240173-213464696 (-)		protein_coding	protein coding mRNAs	0.145	2.58	6.34	6.075	9.6	3.15	TCONS_00356834	XLOC_037427	hg19	hg19	hg19
352192	ENSG00000178568.9	ERBB4	chr2:212240173-213464696 (-)		protein_coding	protein coding mRNAs	0.145	2.58	6.34	6.075	9.6	3.15	TCONS_00356844	XLOC_037427	hg19,panTro4	hg19,panTro4	hg19
352204	ENSG00000178568.9	ERBB4	chr2:212240173-213464696 (-)		protein_coding	protein coding mRNAs	0.145	2.58	6.34	6.075	9.6	3.15	TCONS_00356826	XLOC_037427	hg19	hg19	hg19
352209	ENSG00000178568.9	ERBB4	chr2:212240173-213464696 (-)		protein_coding	protein coding mRNAs	0.145	2.58	6.34	6.075	9.6	3.15	TCONS_00356823	XLOC_037427	hg19	hg19	hg19
352221	ENSG00000178573.6	MAF	chr16:79578431-79635498 (-)		protein_coding	protein coding mRNAs	0.41	0.41	0.7	1.11	1.09	0.625	TCONS_00230893	XLOC_024645	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
352229	ENSG00000178573.6	MAF	chr16:79578431-79635498 (-)		protein_coding	protein coding mRNAs	0.41	0.41	0.7	1.11	1.09	0.625	TCONS_00230901	XLOC_024645	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
352473	ENSG00000178719.12	GRINA	chr8:145057036-145087807 (+)		protein_coding	protein coding mRNAs	0.8	0.68	0.78	0.69	0.965	1.605	TCONS_00568288	XLOC_062598	hg19,rheMac8	hg19,rheMac8	hg19
352897	ENSG00000178917.10	ZNF852	chr3:44525242-44552674 (-)		protein_coding	protein coding mRNAs	1.105	1.0	1.505	0.98	0.98	0.81	TCONS_00420480	XLOC_044589	hg19	hg19	hg19
352980	ENSG00000178927.12	C17orf62	chr17:80392849-80408690 (-)		protein_coding	protein coding mRNAs	1.67	1.43	1.92	1.365	1.405	2.53	TCONS_00266600	XLOC_028096	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
353218	ENSG00000178974.5	FBXO34	chr14:55738032-55867387 (+)		protein_coding	protein coding mRNAs	0.99	0.955	1.29	1.13	1.45	1.205	TCONS_00169161	XLOC_018509	hg19,ponAbe2	hg19,ponAbe2	hg19
353224	ENSG00000178974.5	FBXO34	chr14:55738032-55867387 (+)		protein_coding	protein coding mRNAs	0.99	0.955	1.29	1.13	1.45	1.205	TCONS_00169181	XLOC_018509	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
353229	ENSG00000178974.5	FBXO34	chr14:55738032-55867387 (+)		protein_coding	protein coding mRNAs	0.99	0.955	1.29	1.13	1.45	1.205	TCONS_00169184	XLOC_018509	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
353237	ENSG00000178974.5	FBXO34	chr14:55738032-55867387 (+)		protein_coding	protein coding mRNAs	0.99	0.955	1.29	1.13	1.45	1.205	TCONS_00169173	XLOC_018509	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
353242	ENSG00000178974.5	FBXO34	chr14:55738032-55867387 (+)		protein_coding	protein coding mRNAs	0.99	0.955	1.29	1.13	1.45	1.205	TCONS_00169190	XLOC_018509	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
353243	ENSG00000178974.5	FBXO34	chr14:55738032-55867387 (+)		protein_coding	protein coding mRNAs	0.99	0.955	1.29	1.13	1.45	1.205	TCONS_00169191	XLOC_018509	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
353444	ENSG00000179051.9	RCC2	chr1:17728182-17768046 (-)		protein_coding	protein coding mRNAs	6.03	2.885	2.86	2.095	1.675	1.455	TCONS_00033314	XLOC_003499	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
353615	ENSG00000179104.4	TMTC2	chr12:83080299-83533976 (+)		protein_coding	protein coding mRNAs	0.89	1.04	1.735	1.31	2.625	3.05	TCONS_00129585	XLOC_013826	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
353616	ENSG00000179104.4	TMTC2	chr12:83080299-83533976 (+)		protein_coding	protein coding mRNAs	0.89	1.04	1.735	1.31	2.625	3.05	TCONS_00129584	XLOC_013826	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
353626	ENSG00000179104.4	TMTC2	chr12:83080299-83533976 (+)		protein_coding	protein coding mRNAs	0.89	1.04	1.735	1.31	2.625	3.05	TCONS_00129594	XLOC_013826	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
353628	ENSG00000179104.4	TMTC2	chr12:83080299-83533976 (+)		protein_coding	protein coding mRNAs	0.89	1.04	1.735	1.31	2.625	3.05	TCONS_00129586	XLOC_013826	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
353938	ENSG00000179240.4	RP11-111M22.2	chr11:76092162-76128984 (+)		protein_coding	protein coding mRNAs	0.755	1.0	1.13	1.505	1.76	1.645	TCONS_00095386	XLOC_010308	hg19	hg19	hg19
353964	ENSG00000179242.11	CDH4	chr20:59827316-60518731 (+)		protein_coding	protein coding mRNAs	0.725	0.83	1.165	0.84	1.02	1.74	TCONS_00367941	XLOC_038803	hg19	hg19	hg19
353979	ENSG00000179242.11	CDH4	chr20:59827316-60518731 (+)		protein_coding	protein coding mRNAs	0.725	0.83	1.165	0.84	1.02	1.74	TCONS_00367927	XLOC_038803	hg19	hg19	hg19
353980	ENSG00000179242.11	CDH4	chr20:59827316-60518731 (+)		protein_coding	protein coding mRNAs	0.725	0.83	1.165	0.84	1.02	1.74	TCONS_00367926	XLOC_038803	hg19	hg19	hg19
353985	ENSG00000179242.11	CDH4	chr20:59827316-60518731 (+)		protein_coding	protein coding mRNAs	0.725	0.83	1.165	0.84	1.02	1.74	TCONS_00367928	XLOC_038803	hg19	hg19	hg19
353986	ENSG00000179242.11	CDH4	chr20:59827316-60518731 (+)		protein_coding	protein coding mRNAs	0.725	0.83	1.165	0.84	1.02	1.74	TCONS_00367936	XLOC_038803	hg19	hg19	hg19
353988	ENSG00000179242.11	CDH4	chr20:59827316-60518731 (+)		protein_coding	protein coding mRNAs	0.725	0.83	1.165	0.84	1.02	1.74	TCONS_00367935	XLOC_038803	hg19	hg19	hg19
354442	ENSG00000179431.5	FJX1	chr11:35635283-35646454 (+)		protein_coding	protein coding mRNAs	0.565	0.525	0.885	0.96	1.285	0.87	TCONS_00088406	XLOC_009748	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
354443	ENSG00000179431.5	FJX1	chr11:35635283-35646454 (+)		protein_coding	protein coding mRNAs	0.565	0.525	0.885	0.96	1.285	0.87	TCONS_00088407	XLOC_009748	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
354879	ENSG00000179796.7	LRRC3B	chr3:26663618-26764046 (+)		protein_coding	protein coding mRNAs	0.125	0.605	0.355	0.79	0.535	1.44	TCONS_00400065	XLOC_042292	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
354881	ENSG00000179796.7	LRRC3B	chr3:26663618-26764046 (+)		protein_coding	protein coding mRNAs	0.125	0.605	0.355	0.79	0.535	1.44	TCONS_00400063	XLOC_042292	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
354902	ENSG00000179796.7	LRRC3B	chr3:26663618-26764046 (+)		protein_coding	protein coding mRNAs	0.125	0.605	0.355	0.79	0.535	1.44	TCONS_00400058	XLOC_042292	hg19	hg19	hg19
354908	ENSG00000179796.7	LRRC3B	chr3:26663618-26764046 (+)		protein_coding	protein coding mRNAs	0.125	0.605	0.355	0.79	0.535	1.44	TCONS_00400052	XLOC_042292	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
355051	ENSG00000179889.14	PDXDC1	chr16:15068562-15233386 (.)		protein_coding	protein coding mRNAs	3.59	2.72	3.315	2.83	2.915	2.895	TCONS_00224360	XLOC_023937	hg19	hg19	hg19
355173	ENSG00000179912.15	R3HDM2	chr12:57623048-57829321 (-)		protein_coding	protein coding mRNAs	2.32	1.705	2.05	1.655	1.745	2.14	TCONS_00144100	XLOC_015304	hg19	hg19	hg19
355197	ENSG00000179915.16	NRXN1	chr2:50145083-51260148 (-)		protein_coding	protein coding mRNAs	1.145	1.39	3.845	5.53	7.39	8.805	TCONS_00342412	XLOC_035733	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
355216	ENSG00000179915.16	NRXN1	chr2:50145083-51260148 (-)		protein_coding	protein coding mRNAs	1.145	1.39	3.845	5.53	7.39	8.805	TCONS_00342420	XLOC_035733	hg19	hg19	hg19
355249	ENSG00000179915.16	NRXN1	chr2:50145083-51260148 (-)		protein_coding	protein coding mRNAs	1.145	1.39	3.845	5.53	7.39	8.805	TCONS_00342408	XLOC_035733	hg19	hg19	hg19
355421	ENSG00000179981.9	TSHZ1	chr18:72921194-73038027 (+)		protein_coding	protein coding mRNAs	0.095	0.275	1.025	0.885	0.775	1.28	TCONS_00271930	XLOC_028774	hg19	hg19	hg19
355428	ENSG00000179981.9	TSHZ1	chr18:72921194-73038027 (+)		protein_coding	protein coding mRNAs	0.095	0.275	1.025	0.885	0.775	1.28	TCONS_00271928	XLOC_028774	hg19	hg19	hg19
355431	ENSG00000179981.9	TSHZ1	chr18:72921194-73038027 (+)		protein_coding	protein coding mRNAs	0.095	0.275	1.025	0.885	0.775	1.28	TCONS_00271946	XLOC_028774	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
355468	ENSG00000180011.6	ZADH2	chr18:72892978-72921803 (-)		protein_coding	protein coding mRNAs	0.495	0.725	1.025	1.105	1.625	1.6	TCONS_00277741	XLOC_029460	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
355476	ENSG00000180011.6	ZADH2	chr18:72892978-72921803 (-)		protein_coding	protein coding mRNAs	0.495	0.725	1.025	1.105	1.625	1.6	TCONS_00277726	XLOC_029460	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
355482	ENSG00000180011.6	ZADH2	chr18:72892978-72921803 (-)		protein_coding	protein coding mRNAs	0.495	0.725	1.025	1.105	1.625	1.6	TCONS_00277728	XLOC_029460	hg19	hg19	hg19
355806	ENSG00000180190.7	TDRP	chr8:419241-495619 (-)		protein_coding	protein coding mRNAs	1.435	0.6	1.135	0.865	1.015	0.755	TCONS_00568821	XLOC_062650	hg19	hg19	hg19
355976	ENSG00000180263.9	FGD6	chr12:95468701-95650373 (-)		protein_coding	protein coding mRNAs	1.9	1.965	2.04	1.665	1.735	1.16	TCONS_00146939	XLOC_015631	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
356228	ENSG00000180357.5	ZNF609	chr15:64752487-64994905 (+)		protein_coding	protein coding mRNAs	2.86	2.53	3.48	3.24	4.13	3.27	TCONS_00191780	XLOC_020912	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
356288	ENSG00000180376.12	CCDC66	chr3:56591202-56673088 (.)		protein_coding	protein coding mRNAs	3.01	2.835	5.02	3.395	3.39	2.85	TCONS_00404822	XLOC_042735	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
356355	ENSG00000180398.7	MCFD2	chr2:47128736-47169424 (.)		protein_coding	protein coding mRNAs	4.74	3.355	3.24	3.57	3.475	2.64	TCONS_00342166	XLOC_035710	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
356363	ENSG00000180398.7	MCFD2	chr2:47128736-47169424 (.)		protein_coding	protein coding mRNAs	4.74	3.355	3.24	3.57	3.475	2.64	TCONS_00342154	XLOC_035710	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
356580	ENSG00000180525.9	PRR26	chr10:695984-724413 (.)		protein_coding	protein coding mRNAs	0.58	0.72	1.065	0.835	0.665	0.715	TCONS_00071251	XLOC_007771	hg19	hg19	hg19
